id,partOfCommunityDegree,instanceOf__taxonomyIDs,meta.organizationalLevel,review.status__id,review.log,review.reviewer__contactsID,category,topLevel__id,parent__id,meta.localId,label.fullName.de,label.fullName.en,label.short.de,label.short.en,description.de,description.en,hasHeads.literal,links.homepage.de,links.homepage.en,location.country.code,location.city,location.coords.lat,location.coords.lng,links.rorId,uniquePeopleCount.professor.physicist.female,uniquePeopleCount.seniorResearcher.physicist.female,uniquePeopleCount.postDoc.physicist.female,uniquePeopleCount.phdStudent.physicist.female,uniquePeopleCount.masterStudent.physicist.female,uniquePeopleCount.bachelorStudent.physicist.female,uniquePeopleCount.professor.physicist.male,uniquePeopleCount.professor.physicist.nonbinary,uniquePeopleCount.professor.engineer.female,uniquePeopleCount.professor.other.female,uniquePeopleCount.professor.engineer.male,uniquePeopleCount.professor.other.male,uniquePeopleCount.professor.engineer.nonbinary,uniquePeopleCount.professor.other.nonbinary,uniquePeopleCount.seniorResearcher.other.female,uniquePeopleCount.seniorResearcher.engineer.nonbinary,uniquePeopleCount.seniorResearcher.engineer.male,uniquePeopleCount.seniorResearcher.engineer.female,uniquePeopleCount.seniorResearcher.physicist.nonbinary,uniquePeopleCount.seniorResearcher.physicist.male,uniquePeopleCount.seniorResearcher.other.nonbinary,uniquePeopleCount.seniorResearcher.other.male,uniquePeopleCount.postDoc.other.nonbinary,uniquePeopleCount.postDoc.other.male,uniquePeopleCount.postDoc.other.female,uniquePeopleCount.postDoc.engineer.nonbinary,uniquePeopleCount.postDoc.engineer.male,uniquePeopleCount.postDoc.engineer.female,uniquePeopleCount.postDoc.physicist.nonbinary,uniquePeopleCount.postDoc.physicist.male,uniquePeopleCount.phdStudent.other.nonbinary,uniquePeopleCount.phdStudent.other.male,uniquePeopleCount.phdStudent.other.female,uniquePeopleCount.phdStudent.engineer.nonbinary,uniquePeopleCount.phdStudent.engineer.male,uniquePeopleCount.phdStudent.engineer.female,uniquePeopleCount.phdStudent.physicist.nonbinary,uniquePeopleCount.phdStudent.physicist.male,uniquePeopleCount.masterStudent.other.nonbinary,uniquePeopleCount.masterStudent.other.male,uniquePeopleCount.masterStudent.other.female,uniquePeopleCount.masterStudent.engineer.nonbinary,uniquePeopleCount.masterStudent.engineer.male,uniquePeopleCount.masterStudent.engineer.female,uniquePeopleCount.masterStudent.physicist.nonbinary,uniquePeopleCount.masterStudent.physicist.male,uniquePeopleCount.bachelorStudent.other.nonbinary,uniquePeopleCount.bachelorStudent.other.male,uniquePeopleCount.bachelorStudent.other.female,uniquePeopleCount.bachelorStudent.engineer.male,uniquePeopleCount.bachelorStudent.engineer.nonbinary,uniquePeopleCount.bachelorStudent.engineer.female,uniquePeopleCount.bachelorStudent.physicist.nonbinary,uniquePeopleCount.bachelorStudent.physicist.male,uniquePeopleCountSum.female,uniquePeopleCountSum.male,uniquePeopleCountSum.nonbinary,uniquePeopleCountSum.physicist,uniquePeopleCountSum.engineer,uniquePeopleCountSum.total,uniquePeopleCountSum.other,courses,uniquePeopleCountSum.professor,uniquePeopleCountSum.seniorResearcher,uniquePeopleCountSum.postDoc,uniquePeopleCountSum.phdStudent,uniquePeopleCountSum.masterStudent,uniquePeopleCountSum.bachelorStudent,operating__facilities,tagline.en,tagline.de,contacts,hasHeads.contact__contactsIDs
community/uni-bonn,partial,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,uni-bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,University of Bonn,Uni Bonn,Uni Bonn,,,,https://www.uni-bonn.de/de/,https://www.uni-bonn.de/en/,DE,Bonn,50.734380,7.095490,https://ror.org/041nas322,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":uni-bonn/accelerator_physics_/_beschleunigerphysik_i, :uni-bonn/accelerator_physics_/_beschleunigerphysik_i, :uni-bonn/advanced_accelerator_physics, :uni-bonn/advanced_accelerator_physics",0,0,0,0,0,0,elsa,Studies particle/accelerator physics; operates ELSA electron stretcher accelerator.,<to be translated>,desch.klaus,
community/uni-bonn/pi,partial,/g/organization/formal-organization/department,02 intermediate level,01: preparation,,desch.klaus,university,community/uni-bonn,community/uni-bonn,pi,Physikalisches Institut,Physikalisches Institut,PI,PI,,,,http://www3.uni-bonn.de/the-university,https://www.pi.uni-bonn.de/elsa/en/elsa-1?set_language=en,,Bonn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/uni-bonn/pi/elsa,full,/g/organization/working-group,05 working group,01: preparation,,desch.klaus,university,community/uni-bonn,community/uni-bonn/pi,elsa,Gruppe ELSA,Group ELSA,ELSA,ELSA,,,,http://www3.uni-bonn.de/the-university,https://www.pi.uni-bonn.de/elsa/en/elsa-1?set_language=en,,Bonn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/uni-duesseldorf,partial,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,uni-düsseldorf,Heinrich-Heine-Universität Düsseldorf,Heinrich Heine University Düsseldorf,HHU,HHU,,,,https://www.hhu.de,http://www.uni-duesseldorf.de/home/en/home.html,DE,Düsseldorf,51.221720,6.776160,https://ror.org/024z2rq82,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,hidding.bernhard,
community/uni-duesseldorf/mnf,partial,/g/organization/formal-organization/department,02 intermediate level,02: prereview request,,hidding.bernhard,university,community/uni-duesseldorf,community/uni-duesseldorf,mnf,Mathematisch-Naturwissenschaftliche Fakultät,Faculty of Mathematics and Natural Sciences consists,Math.-Nat. Fakultät,Math.-Nat. Fakultät,,,,https://www.math-nat-fak.hhu.de,https://www.math-nat-fak.hhu.de/en/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/uni-duesseldorf/mnf/physik,partial,/g/organization/formal-organization/department,02 intermediate level,02: prereview request,,hidding.bernhard,university,community/uni-duesseldorf,community/uni-duesseldorf/mnf,physik,Fach Physik,Physics Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/uni-duesseldorf/mnf/physik/ilp,full,/g/organization/formal-organization/sub-department,02 intermediate level,02: prereview request,,hidding.bernhard,university,community/uni-duesseldorf,community/uni-duesseldorf/mnf/physik,ilp,Institut für Laser- und Plasmaphysik,Institute for Laser and Plasma Physics,ILP,ILP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/uni-duesseldorf/mnf/physik/ilp/hidding,full,/g/organization/working-group,03 working group cluster,02: prereview request,,hidding.bernhard,university,community/uni-duesseldorf,community/uni-duesseldorf/mnf/physik/ilp,hidding,Gruppe Hidding,Group Hidding,,,,,,,,,,,,,1,,4,2,9,,1,,1,1,1,1,,,,,,,,,,,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,,,,,,,,,48,48,0,47,47,141,47,,6,0,36,18,81,0,,<to be set>,<to be translated>,,
community/uni-erlangen,partial,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,uni-erlangen,Friedrich-Alexander-Universität Erlangen-Nürnberg,Friedrich-Alexander-University Erlangen-Nürnberg,Uni Erlangen,Uni Erlangen,,,,https://www.fau.de/,https://www.fau.eu,DE,Erlangen,49.590990,11.007830,https://ror.org/00f7hpc57,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,Engaged in accelerator applications; operates electron and ion beam laboratories for research and teaching.,<to be translated>,hommelhoff.peter,
community/uni-erlangen/physik-department,partial,/g/organization/formal-organization/department,03 working group cluster,01: preparation,,hommelhoff.peter,university,community/uni-erlangen,community/uni-erlangen,physik-department,Department Physik,Department of Physics ,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/uni-erlangen/physik-department/laser-physics,partial,/g/organization/formal-organization/sub-department,03 working group cluster,01: preparation,,hommelhoff.peter,university,community/uni-erlangen,community/uni-erlangen/physik-department,laser-physics,Lehrstuhl für Laserphysik ,Chair of Laser Physics,FAU,FAU,,,,,,,,,,,0,1,0,0,0,0,0,,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,9,3,,0,9,0,0,0,0,,<to be set>,<to be translated>,,hommelhoff.peter
community/uni-erlangen/physik-department/laser-physics/achip,full,/g/organization/working-group,05 working group,01: preparation,,hommelhoff.peter,university,community/uni-erlangen,community/uni-erlangen/physik-department/laser-physics,achip,Gruppe: Accelerator on a Chip International Program,Group: Accelerator on a Chip International Program,ACHIP,ACHIP,,,,,,,,,,,3,3,16,0,6,1,,,,,,,,,,3,3,0,0,0,,,,,,0,0,0,0,0,,,,0,0,0,0,0,,,,6,6,6,6,6,,,,1,1,1,1,1,36,17,0,43,27,70,0,,3,9,16,0,36,6,,<to be set>,<to be translated>,,hommelhoff.peter
community/uni-frankfurt,partial,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,uni-frankfurt,Goethe-Universität Frankfurt am Main,Goethe University Frankfurt,Uni Frankfurt,Uni Frankfurt,,,,https://www.uni-frankfurt.de/de,http://www.goethe-university-frankfurt.de/en,DE,Frankfurt am Main,50.115520,8.684170,https://ror.org/04cvxnb49,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":uni-frankfurt/beschleuniger-seminar, "":uni-frankfurt/aktuelle_probleme_der_beschleuniger-,_astro-_und_plasmaphysik"", :uni-frankfurt/einführung_in_die_beschleunigerphysik_mit_exkursion_, "":uni-frankfurt/einführung_in_die_beschleunigerphysik,_übungen_zur_vorlesung_"", :uni-frankfurt/high_intensity_accelerators_and_their_applications, "":uni-frankfurt/high_intensity_accelerators_and_their_applications,_übungen_zur_vorlesung"", :uni-frankfurt/hochleistungsbeschleuniger_und_deren_anwendungen, :uni-frankfurt/laseranwendungen_in_teilchenbeschleunigern, :uni-frankfurt/linearbeschleuniger, "":uni-frankfurt/linearbeschleuniger,_übungen_zur_vorlesung"", :uni-frankfurt/ringbeschleuniger_und_speicherringe, "":uni-frankfurt/ringbeschleuniger_und_speicherringe,_übungen_zur_vorlesung_"", :uni-frankfurt/vakuumphysik_2_vakuumphysik_an_beschleunigern",0,0,0,0,0,0,franz,"Focuses on ion accelerator research; operates UNILAC, experimental and test beam facilities.",<to be translated>,aulenbacher.kurt,
community/uni-goettingen,partial,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,uni-goettingen,Georg-August-Universität Göttingen,University of Göttingen,Uni Göttingen,Uni Göttingen,,,,http://www.uni-goettingen.de/en/1.html,http://www.uni-goettingen.de/en/1.html,DE,Göttingen,51.534430,9.932280,https://ror.org/01y9bpm73,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,Researches accelerator physics; access to laser/plasma labs and local beam facilities.,<to be translated>,,
community/uni-hamburg,partial,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,uni-hamburg,Universität Hamburg,Hamburg University,Uni Hamburg,Uni Hamburg,,,,http://www.uni-hamburg.de,https://www.uni-hamburg.de/en.html,DE,Hamburg,53.550730,9.993020,https://ror.org/00g30e956,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":uni-hamburg/accelerator_physics_i, :uni-hamburg/accelerator_physics_ii, :uni-hamburg/physik_und_anwendungen_von_laser-plasma-beschleunigern_von_medizinischer_bildgebung_bis_hochenergiephysik, :uni-hamburg/übungen_physik_und_anwendungen_von_laser-plasma-beschleunigern_von_medizinischer_bildgebung_bis_hochenergiephysik, :uni-hamburg/promsenimar_physik_und_anwendungen_von_laser-plasma-beschleunigern_von_medizinischer_bildgebung_bis_hochenergiephysik, :uni-hamburg/computer_exercises_accelerator_physics_i, :uni-hamburg/proseminar_theorie_und_praxis_moderner_beschleuniger, :uni-hamburg/computer_exercises_accelerator_physics_ii, :uni-hamburg/exkursion_accelerator_physics_ii",0,0,0,0,0,0,,Engages in accelerator R&D; participates in joint facilities with DESY and European XFEL.,<to be translated>,"grüner.florian, hillert.wolfgang",
community/uni-hamburg/min,partial,/g/organization/formal-organization/department,02 intermediate level,02: prereview request,,,university,community/uni-hamburg,community/uni-hamburg,min,MIN Fakultät,MIN Faculty,MIN,MIN,,,,https://www.physik.uni-hamburg.de/iexp.html,https://www.physik.uni-hamburg.de/iexp.html,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/uni-hamburg/min/physik,partial,/g/organization/formal-organization/department,02 intermediate level,02: prereview request,,,university,community/uni-hamburg,community/uni-hamburg/min,physik,Fachbereich Physik,Department of Physics,Physik,Physik,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/uni-hamburg/min/physik/experimental-physik,partial,/g/organization/formal-organization/department,02 intermediate level,02: prereview request,,,university,community/uni-hamburg,community/uni-hamburg/min/physik,experimental-physik,Institut für Experimentalphysik,Institute of Experimental Physics,Physik,Physik,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/uni-hamburg/min/physik/experimental-physik/ag-gruener,full,/g/organization/formal-organization/sub-department,03 working group cluster,02: prereview request,,grüner.florian,university,community/uni-hamburg,community/uni-hamburg/min/physik/experimental-physik,ag-gruener,Gruppe Grüner,Group Grüner,AG Grüner,AG Grüner,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,,<to be set>,<to be translated>,,grüner.florian
community/uni-hamburg/min/physik/experimental-physik/ag-gruener/lux,full,/g/organization/working-group,05 working group,02: prereview request,,grüner.florian,university,community/uni-hamburg,community/uni-hamburg/min/physik/experimental-physik/ag-gruener,lux,Team: Neuartige Röntgenlichtquellen basierend auf Plasma-Wakefield-Beschleunigung,Team: Novel X-ray light sources based on plasma-wakefield acceleration,AG Grüner / LUX,AG Grüner / LUX,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,,0,5,0,0,0,0,,<to be set>,<to be translated>,,grüner.florian
community/uni-hamburg/min/physik/experimental-physik/ag-hillert,full,/g/organization/working-group,03 working group cluster,02: prereview request,,hillert.wolfgang,university,community/uni-hamburg,community/uni-hamburg/min/physik/experimental-physik,ag-hillert,Gruppe Hillert,Group Hillert,AG Hillert,AG Hillert,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,,<to be set>,<to be translated>,,hillert.wolfgang
community/uni-hamburg/min/physik/experimental-physik/ag-hillert/seeding,full,/g/organization/working-group,05 working group,02: prereview request,,hillert.wolfgang,university,community/uni-hamburg,community/uni-hamburg/min/physik/experimental-physik/ag-hillert,seeding,Team: Fortgeschrittene Seeding-Techniken für XUV- und Angström-Strahlung,Team: Advanced Seeding Techniques for XUV and Angstrom Radiation,AST,AST,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,,0,2,0,0,0,0,,<to be set>,<to be translated>,,hillert.wolfgang
community/uni-hamburg/min/physik/experimental-physik/ag-hillert/srfc,full,/g/organization/working-group,05 working group,02: prereview request,,hillert.wolfgang,university,community/uni-hamburg,community/uni-hamburg/min/physik/experimental-physik/ag-hillert,srfc,Team: Supraleitende Hochfrequenz- Resonatoren,Team: Superconducting Radio-Frequency Cavities,SRFC,SRFC,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,hillert.wolfgang
community/uni-jena,partial,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,uni-jena,Friedrich-Schiller-Universität Jena,Friedrich Schiller University Jena,Uni Jena,Uni Jena,,,,https://www.uni-jena.de/en,https://www.uni-jena.de/en,DE,Jena,50.928780,11.589900,https://ror.org/05qpz1x62,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,uni-jena-ibc,Focuses on laser-driven accelerators; operates advanced laser plasma facilities.,<to be translated>,"kaluza.malte-c., stöhlker.thomas, zepf.matt",
community/uni-jena/physik/ioq/hochfeldphysik-und-laserbeschleuniger,full,/g/organization/working-group,03 working group cluster,01: preparation,,,university,community/uni-jena,community/uni-jena/physik,hochfeldphysik-und-laserbeschleuniger,Gruppe: Hochfeldphysik und Laserbeschleuniger,Group: High Field Physics and Laser Accelerators,,,,,Univ.-Prof. Dr. Matt Zepf,https://www.physik.uni-jena.de/338/hochfeldphysik-und-laserbeschleuniger,https://www.physik.uni-jena.de/en/338/hochfeldphysik-und-laserbeschleuniger,Deutschland,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,3,0,4,0,4,0,,1,0,0,3,0,0,,<to be set>,<to be translated>,,
community/uni-kassel,partial,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,uni-kassel,Universität Kassel,University of Kassel,Uni Kassel,Uni Kassel,,,,http://www.uni-kassel.de/uni/,https://www.uni-kassel.de/uni/en/,DE,Kassel,51.316670,9.500000,https://ror.org/04zc7p361,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,Engaged in accelerator-related physics; operates local electron and ion beam labs.,<to be translated>,,
community/uni-mainz,partial,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,uni-mainz,Johannes Gutenberg-Universität Mainz,Johannes Gutenberg University Mainz,Uni Mainz,Uni Mainz,,,,https://www.uni-mainz.de,https://www.uni-mainz.de/en/,DE,Mainz,49.984190,8.279100,https://ror.org/023b0x485,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":uni-mainz/beschleunigerphysik, :uni-mainz/medizin-_und_strahlenphysik, :uni-mainz/spezielle_probleme_der_beschleunigerphysik_",0,0,0,0,0,0,"mami, mesa","Pioneers accelerator concepts; operates MAMI, TRIGA reactor, MESA (under construction).",<to be translated>,barth.winfried,
community/uni-rostock,partial,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,uni-rostock,Universität Rostock,University of Rostock,Uni Rostock,Uni Rostock,,,,http://www.uni-rostock.de/en/,http://www.uni-rostock.de/en/,DE,Rostock,54.088700,12.140490,https://ror.org/03zdwsf69,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,Researches ion and plasma accelerators; operates beam labs for interdisciplinary applications.,<to be translated>,van-rienen.ursula,
community/uni-siegen,partial,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,uni-siegen,Universität Siegen,University of Siegen,Uni Siegen,Uni Siegen,,,,https://www.uni-siegen.de/start/index.html.en?lang=en,https://www.uni-siegen.de/start/index.html.en?lang=en,DE,Siegen,50.874810,8.024310,https://ror.org/02azyry73,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":uni-siegen/beschleunigerphysik_i, :uni-siegen/beschleunigerphysik_ii, :uni-siegen/beschleunigerphysik_i_übungen",0,0,0,0,0,0,,Participates in applied accelerator research; hosts electron and ion beam facilities for study.,<to be translated>,,
community/uni-wuppertal,partial,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,uni-wuppertal,Bergische Universität Wuppertal,University of Wuppertal,Uni Wuppertal,Uni Wuppertal,,,,http://www.uni-wuppertal.de/en/home.html,http://www.uni-wuppertal.de/en/home.html,DE,Wuppertal,51.256270,7.148160,https://ror.org/00613ak93,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,"Achieves accelerator R&D in particle, ion, and laser acceleration; operates teaching and research facilities.",<to be translated>,,
community/tu-darmstadt/physik,partial,/g/organization/formal-organization/department,02 intermediate level,02: prereview request,,arnold.michaela,university,community/tu-darmstadt,community/tu-darmstadt,institut-kernphysik,Fachbereich: Physik,Department of Physics,IKP,IKP,,,,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.de.jsp,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.en.jsp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/tu-darmstadt/physik/institut-kernphysik,full,/g/organization/formal-organization/department,02 intermediate level,02: prereview request,,arnold.michaela,university,community/tu-darmstadt,community/tu-darmstadt/physik,institut-kernphysik,Institut für Kernphysik,Institute for Nuclear Physics ,IKP,IKP,,,,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.de.jsp,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.en.jsp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/,full,/g/organization,00 Community,06: approved,,rathje.dirk,root,,,,Community,Community,Community,Community,,,,,,,,0.000000,0.000000,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/cern/ats/,full,/g/organization/formal-organization/department,02 intermediate level,01: preparation,,,international,community/cern,community/cern,ats,Bereich: Beschleuniger und Technologien,Sector: Accelerators and Technologies ,ATS,ATS,,,Mike Lamont,,https://ats.web.cern.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/cern/ats/be/abp/,full,/g/organization/working-group,,01: preparation,,,international,community/cern,community/cern/ats/be/,abp,Gruppe: Beschleuniger und Strahlenphysik,Group: Accelerators and Beam Physics,ATS-BE-ABP,ATS-BE-ABP,,,,,https://be-dep-abp.web.cern.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/cern/ats/be/,full,/g/organization/formal-organization/sub-department,,01: preparation,,,international,community/cern,community/cern/ats/,be,Abteilung: Teilchenstrahlen,Department: Beams,ATS-BE,ATS-BE,,,,,https://beams.web.cern.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
