id,parent__id,topLevel__id,partOfCommunityDegree,instanceOfs__taxonomyID,isFormalOrganization,isResearchInstitution,isUniversity,isWorkingGroup,isDepartment,category,label.fullName.de,label.fullName.en,label.short.de,label.short.en,tagline.en,tagline.de,description.de,description.en,hasHeads.literal,hasHeads.contact__contactsIDs,location.country.code,location.city,location.coords.lat,location.coords.lng,links.homepage.de,links.homepage.en,links.rorId,uniquePeopleCount.professor.physicist.female,uniquePeopleCount.professor.physicist.male,uniquePeopleCount.professor.physicist.nonbinary,uniquePeopleCount.professor.engineer.female,uniquePeopleCount.professor.engineer.male,uniquePeopleCount.professor.engineer.nonbinary,uniquePeopleCount.professor.other.female,uniquePeopleCount.professor.other.male,uniquePeopleCount.professor.other.nonbinary,uniquePeopleCount.seniorResearcher.physicist.female,uniquePeopleCount.seniorResearcher.physicist.nonbinary,uniquePeopleCount.seniorResearcher.physicist.male,uniquePeopleCount.seniorResearcher.other.female,uniquePeopleCount.seniorResearcher.other.nonbinary,uniquePeopleCount.seniorResearcher.other.male,uniquePeopleCount.seniorResearcher.engineer.nonbinary,uniquePeopleCount.seniorResearcher.engineer.male,uniquePeopleCount.seniorResearcher.engineer.female,uniquePeopleCount.postDoc.physicist.female,uniquePeopleCount.postDoc.physicist.nonbinary,uniquePeopleCount.postDoc.physicist.male,uniquePeopleCount.postDoc.other.nonbinary,uniquePeopleCount.postDoc.other.male,uniquePeopleCount.postDoc.other.female,uniquePeopleCount.postDoc.engineer.nonbinary,uniquePeopleCount.postDoc.engineer.male,uniquePeopleCount.postDoc.engineer.female,uniquePeopleCount.phdStudent.physicist.female,uniquePeopleCount.phdStudent.physicist.nonbinary,uniquePeopleCount.phdStudent.physicist.male,uniquePeopleCount.phdStudent.other.nonbinary,uniquePeopleCount.phdStudent.other.male,uniquePeopleCount.phdStudent.other.female,uniquePeopleCount.phdStudent.engineer.nonbinary,uniquePeopleCount.phdStudent.engineer.male,uniquePeopleCount.phdStudent.engineer.female,uniquePeopleCount.masterStudent.physicist.female,uniquePeopleCount.masterStudent.physicist.nonbinary,uniquePeopleCount.masterStudent.physicist.male,uniquePeopleCount.masterStudent.other.nonbinary,uniquePeopleCount.masterStudent.other.male,uniquePeopleCount.masterStudent.other.female,uniquePeopleCount.masterStudent.engineer.nonbinary,uniquePeopleCount.masterStudent.engineer.male,uniquePeopleCount.masterStudent.engineer.female,uniquePeopleCount.bachelorStudent.physicist.female,uniquePeopleCount.bachelorStudent.physicist.nonbinary,uniquePeopleCount.bachelorStudent.physicist.male,uniquePeopleCount.bachelorStudent.other.nonbinary,uniquePeopleCount.bachelorStudent.other.male,uniquePeopleCount.bachelorStudent.other.female,uniquePeopleCount.bachelorStudent.engineer.male,uniquePeopleCount.bachelorStudent.engineer.nonbinary,uniquePeopleCount.bachelorStudent.engineer.female,uniquePeopleCountSum.female,uniquePeopleCountSum.male,uniquePeopleCountSum.nonbinary,uniquePeopleCountSum.physicist,uniquePeopleCountSum.engineer,uniquePeopleCountSum.total,uniquePeopleCountSum.other,uniquePeopleCountSum.professor,uniquePeopleCountSum.seniorResearcher,uniquePeopleCountSum.postDoc,uniquePeopleCountSum.phdStudent,uniquePeopleCountSum.masterStudent,uniquePeopleCountSum.bachelorStudent,uniquePeopleCountRecursiveSum.total,uniquePeopleCountRecursiveSum.professor,uniquePeopleCountRecursiveSum.seniorResearcher,uniquePeopleCountRecursiveSum.postDoc,uniquePeopleCountRecursiveSum.phdStudent,uniquePeopleCountRecursiveSum.masterStudent,uniquePeopleCountRecursiveSum.bachelorStudent,uniquePeopleCountRecursiveSum.physicist,uniquePeopleCountRecursiveSum.engineer,uniquePeopleCountRecursiveSum.other,uniquePeopleCountRecursiveSum.female,uniquePeopleCountRecursiveSum.male,uniquePeopleCountRecursiveSum.nonbinary,review.status__id,review.log,review.reviewer__contactsID
mpg,,,none,/g/organization/consortium,false,false,false,false,false,mpg,Max-Planck-Gesellschaft zur Förderung der Wissenschaften,Max Planck Society,MPG,MPG,<to be set>,<to be translated>,,,"","",Deutschland,Munich,48.13743,11.57549,http://www.mpg.de/en,http://www.mpg.de/en,https://ror.org/01hhn8329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,01: preparation,,
community/mpik,community/,,full,"/g/organization/research-institution,/g/organization/formal-organization",true,true,false,false,false,mpg,Max-Planck-Institut für Kernphysik,Max Planck Institute for Nuclear Physics,MPIK,MPIK,Conducts accelerator-based fundamental physics; operates underground beam and detector facilities.,<to be translated>,,,"","",DE,Heidelberg,49.40768,8.69079,http://www.mpi-hd.mpg.de/mpi/en/start/,http://www.mpi-hd.mpg.de/mpi/en/start/,https://ror.org/052d0h423,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/mpp,community/,,full,"/g/organization/research-institution,/g/organization/formal-organization",true,true,false,false,false,mpg,Max-Planck-Institut für Physik,Max Planck Institute for Physics,MPP,MPP,"Contributes to particle accelerator R&D; partners on CERN projects, operates detector test beams.",<to be translated>,,,"","",DE,Munich,48.13743,11.57549,https://www.mpp.mpg.de/english/index.html,https://www.mpp.mpg.de/english/index.html,https://ror.org/0079jjr10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
nfdi,,,none,/g/organization/consortium,false,false,false,false,false,consortium,Nationale Forschungsdateninfrastruktur,Nationale Forschungsdateninfrastruktur,NFDI,NFDI,<to be set>,<to be translated>,"Die Nationale Forschungsdateninfrastruktur (NFDI) hat das Ziel, Daten von Wissenschaft und Forschung zur Verfügung zu stellen, zu vernetzen und somit langfristig nutzbar zu machen. An NFDI wirken Einrichtungen aus diversen Forschungsbereichen mit. Sie arbeiten an Services, Trainingsangeboten für Forschende und Standards für den Umgang mit Daten.","The National Research Data Infrastructure (NFDI) aims to make data from science and research available, network it and thus make it usable in the long term. Institutions from various research areas are involved in the NFDI. They are working on services, training programmes for researchers and standards for handling data.","","",Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,01: preparation,,
community/ptb,community/,,full,"/g/organization/research-institution,/g/organization/formal-organization",true,true,false,false,false,government,Physikalisch-Technische Bundesanstalt,German National Metrology Institute,PTB,PTB,Develops accelerator-based metrology; operates electron and ion accelerators for scientific standards.,<to be translated>,,,"","",DE,Braunschweig,52.26594,10.52673,https://www.ptb.de/cms/,https://www.ptb.de/cms/en.html,https://ror.org/05r3f7h03,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/ptb/abt7,community/ptb,community/ptb,full,/g/organization/formal-organization/department,false,false,false,false,true,government,Abteilung 7: Temperatur und Synchrotronstrahlung,Division 7: Temperature and Synchrotron Radiation,Abt. 7,Abt. 7,<to be set>,<to be translated>,,,"","",,,52.515423,13.320488,https://www.ptb.de/cms/ptb/fachabteilungen/abt7.html,https://www.ptb.de/cms/en.html,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02: prereview request,,
community/ptb/abt7/fb7-1,community/ptb/abt7,community/ptb,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,government,Fachbereich: Radiometrie mit Synchrotronstrahlung,Department: Radiometry with Synchrotron Radiation,FB 7.1,FB 7.1,<to be set>,<to be translated>,,,Dr. Frank Scholze,"",Deutschland,Berlin ,52.427852,13.534451,https://www.ptb.de/cms/ptb/fachabteilungen/abt7/fb-71.html,https://www.ptb.de/cms/en/ptb/fachabteilungen/abt7/fb-71.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02: prereview request,,
community/ptb/abt7/fb7-2,community/ptb/abt7,community/ptb,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,government,Fachbereich: Röntgenmesstechnik mit Synchrotronstrahlung,Department: X-ray Metrology with Synchrotron Radiation,FB 7.2,FB 7.2,<to be set>,<to be translated>,,,Dr. Michael Krumrey,"",Deutschland,Berlin ,52.427852,13.534451,https://www.ptb.de/cms/ptb/fachabteilungen/abt7/fb-72.html,https://www.ptb.de/cms/en/ptb/fachabteilungen/abt7/fb-72.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/rwth-aachen,community/,,full,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Rheinisch-Westfälische Technische Hochschule Aachen,RWTH Aachen University,RWTH Aachen,RWTH Aachen,"Innovates accelerator physics; hosts labs for beam and detector R&D, linked with Innovation Factory ecosystem.",<to be translated>,,,"","",DE,Aachen,50.77664,6.08342,https://www.rwth-aachen.de/go/id/a/,https://www.rwth-aachen.de/cms/~a/root/lidx/1/,https://ror.org/04xfq0f34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
tu-berlin,,,none,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Technische Universität Berlin,Technical University of Berlin,TU Berlin,TU Berlin,Engaged in accelerator R&D; access to technology incubators and Adlershof scientific campus facilities.,<to be translated>,,,"","",DE,Berlin,52.512683,3.326953,https://www.tu.berlin,https://www.tu.berlin/en/,https://ror.org/03v4gjf40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,01: preparation,,
community/tu-darmstadt,community/,,full,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Technische Universität Darmstadt,Technical University of Darmstadt,TU Darmstadt,TU Darmstadt,Advances superconducting electron accelerators; operates S-DALINAC.,<to be translated>,,,"","",DE,Darmstadt,49.87167,8.65027,https://www.tu-darmstadt.de/index.de.jsp,https://www.tu-darmstadt.de/index.en.jsp,https://ror.org/05n911h24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,9,15,11,73,11,5,93,31,0,26,98,0,01: preparation,,
community/tu-darmstadt/fb-etit,community/tu-darmstadt,community/tu-darmstadt,partial,/g/organization/formal-organization/department,false,false,false,false,true,university,Fachbereich: Elektrotechnik und Informationstechnik,Department of Electrical Engineering and Information Technology ,ETIT,ETIT,<to be set>,<to be translated>,,,"","",,,,,https://www.etit.tu-darmstadt.de/fachbereich/index.de.jsp,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.en.jsp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,6,0,32,0,0,12,31,0,11,32,0,02: prereview request,,
community/tu-darmstadt/fb-etit/temf,community/tu-darmstadt/fb-etit,community/tu-darmstadt,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,university,Institut für Teilchenbeschleunigung und Elektromagnetische Felder,Institute for Accelerator Science und Electromagnetic Fields,TEMF,TEMF,<to be set>,<to be translated>,,,"","",,,,,https://www.temf.tu-darmstadt.de/temf/index.de.jsp,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,6,0,32,0,0,12,31,0,11,32,0,02: prereview request,,de-gersem.herbert
community/tu-darmstadt/fb-etit/temf/bp,community/tu-darmstadt/fb-etit/temf,community/tu-darmstadt,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,university,Fachgebiet Beschleunigerphysik,Chair of Electromagnetic Field Theory,BP,BP,<to be set>,<to be translated>,,,"","",,,,,https://www.bp.tu-darmstadt.de/fachgebiet_beschleunigerphysik/index.de.jsp,,,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,6,0,9,0,9,0,1,2,0,6,0,0,9,1,2,0,6,0,0,9,0,0,3,6,0,02: prereview request,,boine-frankenheim.oliver
community/tu-darmstadt/fb-etit/temf/bp/achip,community/tu-darmstadt/fb-etit/temf/bp,community/tu-darmstadt,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe: ACHIP,Group: ACHIP,ACHIP,ACHIP,<to be set>,<to be translated>,,,"","",,,,,https://www.bp.tu-darmstadt.de/bp_forschung/achip/achip.de.jsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02: prereview request,,boine-frankenheim.oliver
community/tu-darmstadt/fb-etit/temf/bp/fair,community/tu-darmstadt/fb-etit/temf/bp,community/tu-darmstadt,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe: FAIR,Group: FAIR,FAIR,FAIR,<to be set>,<to be translated>,"Entwicklung und Überprüfung von Computermodellen für Ionenstrahlen, Kollektive Effekte in Ionenstrahlen","Development and testing of computer models for ion beams, collective effects in ion beams","","",,,,,https://www.bp.tu-darmstadt.de/bp_forschung/fair/fair.en.jsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02: prereview request,,boine-frankenheim.oliver
community/tu-darmstadt/fb-etit/temf/bp/light,community/tu-darmstadt/fb-etit/temf/bp,community/tu-darmstadt,full,/g/organization/working-group,false,false,false,true,false,university,"Gruppe: Laser Ion Generation, Handling and Transport","Group: Laser Ion Generation, Handling and Transport",LIGHT,LIGHT,<to be set>,<to be translated>,,,"","",,,,,https://www.bp.tu-darmstadt.de/bp_forschung/light/light.de.jsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02: prereview request,,boine-frankenheim.oliver
community/tu-darmstadt/fb-etit/temf/bp/puma,community/tu-darmstadt/fb-etit/temf/bp,community/tu-darmstadt,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe: PUMA,Group: PUMA,PUMA,PUMA,<to be set>,<to be translated>,"Im Forschungsprojekt PUMA soll eine mobile Penning-Malmberg-Falle gebaut werden, um Antiprotonen vom Speicherring ELENA am CERN zur Anlage ISOLDE zu transportieren. Dort sollen die Antiprotonen mit exotischen Kernen zur Kollision gebracht werden.","In the PUMA research project, a mobile Penning-Malmberg trap is to be built to transport antiprotons from the ELENA storage ring at CERN to the ISOLDE facility. There, the antiprotons are to be brought into collision with exotic nuclei.","","",,,,,https://www.bp.tu-darmstadt.de/bp_forschung/puma/puma.de.jsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02: prereview request,,boine-frankenheim.oliver
community/tu-darmstadt/fb-etit/temf/bt,community/tu-darmstadt/fb-etit/temf,community/tu-darmstadt,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,university,Fachgebiet Beschleunigertechnik,Chair of Electromagnetic Field Theory,BT,BT,<to be set>,<to be translated>,,,"","",,,,,https://www.bt.tu-darmstadt.de,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,1,0,0,2,0,0,3,1,0,0,2,0,0,3,0,0,0,3,0,02: prereview request,,klingbeil.harald
community/tu-darmstadt/fb-etit/temf/emft,community/tu-darmstadt/fb-etit/temf,community/tu-darmstadt,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,university,Fachgebiet für Theorie Elektromagnetischer Felder,Chair of Electromagnetic Field Theory,EMFT,EMFT,<to be set>,<to be translated>,,,"","",,,,,https://www.temf.tu-darmstadt.de/emft/home_emft/index.de.jsp,,,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,22,22,0,3,0,0,19,0,0,31,3,4,0,24,0,0,0,31,0,8,23,0,02: prereview request,,de-gersem.herbert
community/tu-darmstadt/fb-etit/temf/emft/command,community/tu-darmstadt/fb-etit/temf/emft,community/tu-darmstadt,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe: Computational Magnet Analysis and Dynamics,Group: Computational Magnet Analysis and Dynamics,COMMAND,COMMAND,<to be set>,<to be translated>,,,Dr.-Ing. Laura D‘Angelo,"",,,,,https://www.temf.tu-darmstadt.de/emft/forschung_emft/forschungsgruppen_emft/computational_magnet_analysis_and_dynamics.de.jsp,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,6,0,0,1,0,5,0,0,6,0,1,0,5,0,0,0,6,0,3,3,0,02: prereview request,,de-gersem.herbert
community/tu-darmstadt/fb-etit/temf/emft/gekoppelte-systeme,community/tu-darmstadt/fb-etit/temf/emft,community/tu-darmstadt,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe: Gekoppelte Probleme,Group: Coupled Problems,CP,CP,<to be set>,<to be translated>,,,PD Dr. rer. nat. Erion Gjonaj,"",,,,,https://www.temf.tu-darmstadt.de/emft/forschung_emft/forschungsgruppen_emft/arbeiitsgruppe_gekoppelte_probleme.de.jsp,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,02: prereview request,,de-gersem.herbert
community/tu-darmstadt/fb-etit/temf/emft/hochfrequenztechnik,community/tu-darmstadt/fb-etit/temf/emft,community/tu-darmstadt,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe: Hochfrequenztechnik,Group: High Frequency Technology,HFT,HFT,<to be set>,<to be translated>,,,Dr.-Ing. Wolfgang Ackermann,"",,,,,https://www.temf.tu-darmstadt.de/emft/forschung_emft/forschungsgruppen_emft/hochfrequenztechnik_responsive.de.jsp,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,02: prereview request,,de-gersem.herbert
community/tu-darmstadt/fb-etit/temf/emft/strahldynamik,community/tu-darmstadt/fb-etit/temf/emft,community/tu-darmstadt,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,university,Gruppe: Strahldynamik,Group: Beam Dynamics,EMFT/SD,EMFT/SD,<to be set>,<to be translated>,,,Dr. phil. nat. Wolfgang F.O. Müller,"",,,,,https://www.temf.tu-darmstadt.de/emft/forschung_emft/forschungsgruppen_emft/arbeitsgruppebeamdynamics.de.jsp,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,02: prereview request,,de-gersem.herbert
community/tu-darmstadt/physik/institut-kernphysik/ag-enders,community/tu-darmstadt/physik/institut-kernphysik,community/tu-darmstadt,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe Enders,Group Enders,AGE,AGE,<to be set>,<to be translated>,Experimentelle und technische Kern- und Beschleunigerphysik,Experimental and technical nuclear and accelerator physics,"","",,,,,https://www.ikp.tu-darmstadt.de/forschung_kernphysik/gruppen_kernphysik/experiment/ag_j_enders/index.en.jsp,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,11,0,11,0,1,0,2,3,2,3,11,1,0,2,3,2,3,11,0,0,0,11,0,02: prereview request,,arnold.michaela
community/tu-darmstadt/physik/institut-kernphysik/ag-obertelli,community/tu-darmstadt/physik/institut-kernphysik,community/tu-darmstadt,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe Obertelli,Group Obertelli,AGO,AGO,<to be set>,<to be translated>,"Grundlagenforschung in den Bereichen Kernstrukturphysik, Quantenphysik und Beschleunigerphysik, Entwicklung und Betrieb von S-DALINAC","Basic research in the fields of nuclear structure physics, quantum physics and accelerator physics, development and operation of S-DALINAC",Prof. Dr. Alexandre Obertelli,"",,,,,https://www.ikp.tu-darmstadt.de/forschung_kernphysik/gruppen_kernphysik/experiment/ag_a_obertelli/index.en.jsp,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,14,0,14,0,1,0,4,7,2,0,14,1,0,4,7,2,0,14,0,0,4,10,0,02: prereview request,,arnold.michaela
community/tu-darmstadt/physik/institut-kernphysik/ag-pietralla,community/tu-darmstadt/physik/institut-kernphysik,community/tu-darmstadt,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe Pietralla,Group Pietralla,AGP,AGP,<to be set>,<to be translated>,"Grundlagenforschung in den Bereichen Kernstrukturphysik, Quantenphysik und Beschleunigerphysik, Entwicklung und Betrieb von S-DALINAC","Basic research in the fields of nuclear structure physics, quantum physics and accelerator physics, development and operation of S-DALINAC","","",,,,,https://www.ikp.tu-darmstadt.de/forschung_kernphysik/gruppen_kernphysik/experiment/ag_n_pietralla/index.en.jsp,,,0,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,38,0,38,0,1,8,4,20,5,0,38,1,8,4,20,5,0,38,0,0,10,28,0,02: prereview request,,arnold.michaela
community/tu-darmstadt/physik/institut-kernphysik/ag-roth,community/tu-darmstadt/physik/institut-kernphysik,community/tu-darmstadt,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe Roth,Group Roth,AGR,AGR,<to be set>,<to be translated>,Laser- und Plasmaphysik,Laser and plasma physics,"","",,,,,https://www.ikp.tu-darmstadt.de/forschung_kernphysik/gruppen_kernphysik/experiment/ag_m_roth/index.de.jsp,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,17,0,18,0,18,0,1,1,1,11,2,2,18,1,1,1,11,2,2,18,0,0,1,17,0,01: preparation,,arnold.michaela
community/tu-dortmund,community/,,partial,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Technische Universität Dortmund,TU Dortmund University,TU Dortmund,TU Dortmund,Researches synchrotron and accelerator physics; operates DELTA synchrotron source.,<to be translated>,,,"","",DE,Dortmund,51.51494,7.466,https://www.tu-dortmund.de/en/,https://www.tu-dortmund.de/en/,https://ror.org/01k97gp34,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/tu-dresden,community/,,full,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Technische Universität Dresden,Dresden University of Technology,TU Dresden,TU Dresden,Drives accelerator research; affiliated with ExciteLab and technology-based high-tech startup accelerators.,<to be translated>,,,"","",DE,Dresden,51.05089,13.73832,https://tu-dresden.de,https://tu-dresden.de/?set_language=en,https://ror.org/042aqky30,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/uni-bonn,community/,,partial,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Rheinische Friedrich-Wilhelms-Universität Bonn,University of Bonn,Uni Bonn,Uni Bonn,Studies particle/accelerator physics; operates ELSA electron stretcher accelerator.,<to be translated>,,,"","",DE,Bonn,50.73438,7.09549,https://www.uni-bonn.de/de/,https://www.uni-bonn.de/en/,https://ror.org/041nas322,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
